                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.0031,                0.69065,                 1.1156,                0.78805,                0.77871,                0.77699,                0.50426,                 1.2264,                0.96019,                 1.4408,               0.008317,               0.008317,               0.008317
                     19,                0.98135,                0.67929,                   1.11,                0.78318,                0.77172,                0.80796,                0.52156,                 1.1514,                0.89019,                 1.3645,               0.008218,               0.008218,               0.008218
                     20,                0.95627,                0.65638,                 1.0947,                0.80221,                0.75607,                0.82729,                0.52815,                 1.2328,                0.85247,                 1.4705,               0.008119,               0.008119,               0.008119
                     21,                0.93372,                0.65091,                  1.088,                0.81419,                0.77933,                0.82308,                0.54438,                 1.1128,                0.83682,                 1.3547,                0.00802,                0.00802,                0.00802
                     22,                0.92038,                0.62672,                 1.0758,                0.84889,                0.74954,                0.82653,                0.57187,                 1.0678,                0.76944,                  1.273,               0.007921,               0.007921,               0.007921
                     23,                0.92734,                0.63192,                 1.0791,                0.80424,                0.74813,                0.82148,                0.54179,                 1.1628,                0.86796,                 1.3963,               0.007822,               0.007822,               0.007822
                     24,                0.90633,                0.60966,                 1.0667,                0.81975,                0.75667,                0.80891,                0.53401,                 1.1398,                0.92841,                 1.3554,               0.007723,               0.007723,               0.007723
                     25,                0.89567,                0.60905,                 1.0596,                0.85497,                0.76747,                0.83348,                0.55531,                 1.1232,                0.77561,                 1.3418,               0.007624,               0.007624,               0.007624
                     26,                0.87071,                0.59178,                 1.0553,                0.81663,                0.72394,                 0.7833,                0.51161,                 1.2263,                 1.0858,                 1.5068,               0.007525,               0.007525,               0.007525
                     27,                0.86631,                0.58466,                 1.0527,                0.79444,                0.75237,                0.80837,                0.54205,                 1.1058,                0.81131,                 1.3499,               0.007426,               0.007426,               0.007426
                     28,                0.84894,                0.56214,                 1.0419,                0.76348,                0.78849,                0.81145,                0.53824,                 1.1702,                0.86889,                 1.4211,               0.007327,               0.007327,               0.007327
                     29,                 0.8431,                 0.5722,                 1.0436,                0.78311,                0.73983,                0.79336,                0.54203,                 1.0725,                  0.961,                 1.3414,               0.007228,               0.007228,               0.007228
                     30,                0.82828,                0.55048,                  1.033,                0.84236,                0.73968,                0.82729,                0.57291,                 1.0154,                0.75164,                 1.3025,               0.007129,               0.007129,               0.007129
                     31,                0.81473,                0.53353,                 1.0259,                0.88048,                0.74322,                 0.8395,                0.58491,                 1.0623,                0.78581,                 1.3223,                0.00703,                0.00703,                0.00703
                     32,                0.80336,                0.53214,                 1.0216,                0.77214,                0.78055,                 0.8103,                0.57702,                0.98696,                0.91587,                 1.2729,               0.006931,               0.006931,               0.006931
                     33,                0.80048,                0.53872,                 1.0221,                0.77795,                0.79273,                0.81159,                0.55215,                 1.0416,                0.89506,                 1.3043,               0.006832,               0.006832,               0.006832
                     34,                0.78552,                0.51168,                 1.0179,                0.87027,                0.79126,                0.84901,                 0.6093,                 0.9809,                 0.7354,                 1.2578,               0.006733,               0.006733,               0.006733
                     35,                0.77276,                0.51999,                 1.0104,                0.78187,                0.79251,                0.84186,                0.58037,                 1.0351,                0.78127,                 1.3347,               0.006634,               0.006634,               0.006634
                     36,                0.76899,                0.50867,                 1.0089,                0.83209,                0.75729,                0.81359,                0.58483,                 1.0168,                0.81382,                 1.2996,               0.006535,               0.006535,               0.006535
                     37,                0.75285,                 0.4966,                 1.0026,                0.80044,                0.82493,                0.83111,                0.59596,                 1.0485,                0.73607,                  1.382,               0.006436,               0.006436,               0.006436
                     38,                0.75058,                0.50233,                  1.004,                0.81111,                0.80969,                0.83832,                0.59541,                 1.0426,                0.71398,                 1.3293,               0.006337,               0.006337,               0.006337
                     39,                 0.7498,                0.48466,                0.99965,                  0.778,                 0.8008,                0.84188,                0.60144,                0.99216,                0.76848,                 1.2988,               0.006238,               0.006238,               0.006238
                     40,                0.73054,                0.48581,                0.99045,                0.83138,                0.72868,                0.79029,                0.55996,                  1.027,                0.90998,                 1.3371,               0.006139,               0.006139,               0.006139
                     41,                0.72278,                0.47646,                  0.988,                 0.8199,                0.71849,                0.79291,                0.55296,                 1.0293,                0.91027,                 1.3573,                0.00604,                0.00604,                0.00604
                     42,                0.70824,                0.46669,                0.98205,                0.79513,                 0.7308,                0.80463,                0.56783,                0.99165,                0.89024,                 1.3177,               0.005941,               0.005941,               0.005941
                     43,                0.70093,                0.46018,                 0.9829,                0.82683,                0.76816,                0.84427,                0.58388,                 1.0092,                0.74171,                 1.3322,               0.005842,               0.005842,               0.005842
                     44,                0.69816,                0.45544,                0.98065,                0.89192,                0.77977,                0.84254,                0.59654,                 1.0224,                0.84081,                 1.3444,               0.005743,               0.005743,               0.005743
                     45,                0.67971,                0.44665,                0.97154,                 0.8689,                0.77959,                0.85338,                0.61406,                0.92659,                0.70363,                 1.2461,               0.005644,               0.005644,               0.005644
                     46,                 0.6773,                0.45124,                0.96637,                0.80879,                0.77179,                0.82957,                0.58605,                 1.0039,                0.83114,                 1.3559,               0.005545,               0.005545,               0.005545
                     47,                 0.6793,                0.44185,                0.97167,                0.80389,                0.75826,                0.82882,                0.59131,                 1.0066,                0.83388,                 1.3568,               0.005446,               0.005446,               0.005446
                     48,                0.67393,                0.43612,                0.96985,                0.78887,                0.76649,                0.80685,                0.57143,                0.97976,                0.87451,                 1.3044,               0.005347,               0.005347,               0.005347
                     49,                0.66246,                0.44649,                0.97035,                0.86704,                0.78603,                0.86683,                0.59562,                 1.0225,                0.71609,                 1.3498,               0.005248,               0.005248,               0.005248
                     50,                0.64539,                0.43234,                 0.9624,                0.73362,                0.79739,                0.80482,                0.56058,                 1.0361,                0.89186,                 1.4157,               0.005149,               0.005149,               0.005149
                     51,                0.64949,                0.42719,                0.96205,                0.80329,                0.79441,                0.84287,                0.60411,                 1.0065,                0.71905,                 1.3639,                0.00505,                0.00505,                0.00505
                     52,                0.63218,                0.41209,                 0.9502,                0.79331,                0.78715,                0.81195,                0.58343,                0.99362,                  0.839,                 1.3693,               0.004951,               0.004951,               0.004951
                     53,                0.62974,                0.41142,                0.95517,                 0.8414,                0.76463,                0.82908,                0.57765,                 1.0465,                0.76792,                 1.4553,               0.004852,               0.004852,               0.004852
                     54,                0.61172,                0.40424,                0.94787,                0.87438,                0.78849,                 0.8615,                0.62705,                0.93692,                0.66207,                 1.2973,               0.004753,               0.004753,               0.004753
