                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                 1.2107,                 1.1989,                 1.1779,                0.64541,                 0.7791,                0.75175,                0.52674,                0.93255,                 1.4243,                 1.0961,                9.1e-06,                9.1e-06,                9.1e-06
                     29,                 1.2018,                 1.2176,                 1.1847,                 0.6554,                0.79271,                0.76643,                0.53904,                 0.9333,                 1.4193,                 1.0963,             9.0667e-06,             9.0667e-06,             9.0667e-06
                     30,                 1.2005,                 1.1813,                 1.1619,                0.61027,                0.83847,                0.76516,                0.53579,                0.93249,                 1.3912,                 1.0967,             9.0333e-06,             9.0333e-06,             9.0333e-06
                     31,                 1.1891,                 1.1816,                 1.1738,                0.61283,                0.83443,                0.76635,                0.53695,                0.92875,                  1.401,                  1.096,                  9e-06,                  9e-06,                  9e-06
                     32,                 1.1977,                  1.148,                 1.1712,                0.62617,                 0.8365,                0.77832,                0.54411,                0.92877,                 1.3852,                  1.096,             8.9667e-06,             8.9667e-06,             8.9667e-06
                     33,                 1.1754,                 1.1248,                 1.1541,                0.70432,                0.75721,                0.78705,                0.55272,                0.92771,                 1.3751,                 1.0987,             8.9333e-06,             8.9333e-06,             8.9333e-06
                     34,                   1.19,                 1.1654,                 1.1727,                0.69974,                0.76522,                 0.7893,                0.55664,                0.92306,                 1.3732,                 1.0933,                8.9e-06,                8.9e-06,                8.9e-06
                     35,                 1.1901,                 1.1367,                 1.1689,                0.69674,                0.77564,                0.78857,                0.55412,                0.92627,                 1.3364,                 1.0958,             8.8667e-06,             8.8667e-06,             8.8667e-06
                     36,                   1.21,                 1.1333,                 1.1734,                0.71887,                0.76479,                0.78919,                0.55312,                0.92253,                  1.339,                 1.0932,             8.8333e-06,             8.8333e-06,             8.8333e-06
                     37,                 1.1998,                 1.1146,                 1.1707,                0.73412,                 0.7367,                0.79829,                0.56237,                0.92335,                 1.3383,                 1.0933,                8.8e-06,                8.8e-06,                8.8e-06
                     38,                 1.1902,                 1.1349,                 1.1829,                0.66095,                0.83429,                0.79373,                0.56128,                0.91733,                 1.3284,                 1.0916,             8.7667e-06,             8.7667e-06,             8.7667e-06
                     39,                 1.2022,                 1.1239,                 1.1686,                0.73547,                0.75345,                0.80678,                0.56578,                0.92159,                 1.3093,                 1.0936,             8.7333e-06,             8.7333e-06,             8.7333e-06
                     40,                 1.2027,                 1.1041,                 1.1682,                0.73897,                0.75521,                0.80181,                 0.5631,                0.91641,                 1.3001,                 1.0909,                8.7e-06,                8.7e-06,                8.7e-06
                     41,                 1.1887,                 1.1178,                 1.1665,                0.72717,                 0.7563,                 0.8039,                0.56934,                0.91659,                  1.317,                 1.0896,             8.6667e-06,             8.6667e-06,             8.6667e-06
                     42,                 1.1661,                 1.0787,                 1.1482,                 0.7457,                0.74936,                0.80992,                0.57037,                0.91547,                 1.2908,                   1.09,             8.6333e-06,             8.6333e-06,             8.6333e-06
                     43,                 1.1795,                 1.1041,                 1.1625,                0.73113,                0.74898,                0.80676,                0.56883,                0.91554,                 1.2872,                 1.0903,                8.6e-06,                8.6e-06,                8.6e-06
                     44,                 1.1919,                 1.0905,                 1.1545,                0.74016,                0.75945,                0.82276,                0.58095,                0.90988,                  1.273,                 1.0895,             8.5667e-06,             8.5667e-06,             8.5667e-06
                     45,                 1.1737,                 1.0653,                 1.1598,                0.75167,                0.75083,                  0.817,                 0.5786,                0.91149,                 1.2761,                 1.0902,             8.5333e-06,             8.5333e-06,             8.5333e-06
                     46,                 1.1808,                 1.0756,                 1.1607,                0.76985,                0.73066,                0.82118,                0.58515,                0.90748,                 1.2417,                 1.0881,                8.5e-06,                8.5e-06,                8.5e-06
                     47,                 1.1729,                 1.0627,                 1.1562,                0.73803,                0.76452,                0.81661,                0.57913,                0.90561,                 1.2577,                 1.0852,             8.4667e-06,             8.4667e-06,             8.4667e-06
                     48,                 1.1792,                 1.0586,                 1.1582,                0.73535,                0.75836,                0.82454,                0.58194,                0.90445,                 1.2619,                 1.0848,             8.4333e-06,             8.4333e-06,             8.4333e-06
                     49,                 1.1823,                 1.0348,                  1.149,                0.75859,                0.76272,                0.82617,                0.58229,                  0.904,                 1.2486,                 1.0845,                8.4e-06,                8.4e-06,                8.4e-06
                     50,                 1.1777,                  1.057,                 1.1554,                0.77313,                0.76142,                0.82647,                0.58503,                0.90385,                  1.253,                 1.0861,             8.3667e-06,             8.3667e-06,             8.3667e-06
                     51,                 1.1726,                 1.0507,                 1.1528,                0.74886,                0.76556,                0.83068,                0.58676,                0.90134,                 1.2177,                 1.0849,             8.3334e-06,             8.3334e-06,             8.3334e-06
                     52,                 1.1675,                 1.0428,                  1.158,                 0.7585,                0.76272,                0.83156,                0.58941,                0.90342,                 1.2296,                 1.0852,                8.3e-06,                8.3e-06,                8.3e-06
                     53,                 1.1898,                  1.036,                 1.1527,                0.75432,                0.76484,                0.83615,                0.59054,                0.89975,                 1.2015,                 1.0843,             8.2667e-06,             8.2667e-06,             8.2667e-06
                     54,                 1.1686,                 1.0292,                 1.1546,                0.75704,                0.76272,                0.83029,                0.58971,                 0.9007,                 1.2227,                 1.0842,             8.2334e-06,             8.2334e-06,             8.2334e-06
                     55,                 1.1597,                 1.0071,                 1.1443,                0.75617,                0.75438,                0.82996,                0.58934,                0.89717,                 1.2255,                 1.0823,                8.2e-06,                8.2e-06,                8.2e-06
                     56,                 1.1637,                 1.0376,                 1.1642,                0.77724,                0.75779,                0.83366,                0.59267,                0.89587,                 1.1924,                 1.0814,             8.1667e-06,             8.1667e-06,             8.1667e-06
                     57,                 1.1639,                 1.0335,                 1.1597,                0.75654,                0.76368,                0.83635,                0.59485,                0.89772,                  1.204,                 1.0827,             8.1334e-06,             8.1334e-06,             8.1334e-06
                     58,                 1.1614,                 1.0184,                 1.1579,                 0.7505,                0.76736,                0.84492,                0.59994,                0.89578,                 1.1924,                 1.0794,                8.1e-06,                8.1e-06,                8.1e-06
                     59,                 1.1753,                  1.025,                 1.1659,                0.75491,                0.76558,                0.84664,                0.60221,                0.89558,                  1.168,                 1.0815,             8.0667e-06,             8.0667e-06,             8.0667e-06
                     60,                 1.1982,                 1.0284,                  1.174,                0.76762,                0.76532,                0.83983,                0.59987,                0.89265,                 1.1821,                  1.079,             8.0334e-06,             8.0334e-06,             8.0334e-06
                     61,                 1.1564,                  1.014,                 1.1475,                 0.7816,                0.74876,                0.84114,                0.60131,                0.89176,                 1.1551,                 1.0801,                  8e-06,                  8e-06,                  8e-06
                     62,                 1.1805,                  1.035,                 1.1626,                0.75943,                0.75284,                0.83665,                0.59682,                0.89348,                 1.1666,                 1.0816,             7.9667e-06,             7.9667e-06,             7.9667e-06
                     63,                 1.1613,                 1.0082,                 1.1435,                0.76403,                0.74891,                0.84104,                0.60234,                0.89146,                 1.1739,                 1.0778,             7.9334e-06,             7.9334e-06,             7.9334e-06
                     64,                 1.1525,                0.98375,                 1.1495,                0.76158,                0.76421,                0.84318,                0.60276,                   0.89,                 1.1652,                 1.0792,                7.9e-06,                7.9e-06,                7.9e-06
                     65,                 1.1577,                 1.0004,                 1.1499,                0.74053,                0.78112,                0.84523,                0.60312,                0.89338,                 1.1632,                 1.0791,             7.8667e-06,             7.8667e-06,             7.8667e-06
                     66,                 1.1535,                0.99367,                 1.1462,                0.73321,                0.78549,                0.84933,                0.60688,                0.88877,                 1.1632,                 1.0782,             7.8334e-06,             7.8334e-06,             7.8334e-06
                     67,                 1.1686,                0.98356,                 1.1522,                 0.7337,                0.78687,                0.84495,                0.60579,                0.88865,                 1.1479,                 1.0774,                7.8e-06,                7.8e-06,                7.8e-06
                     68,                 1.1529,                0.99619,                 1.1535,                0.73143,                 0.8018,                 0.8421,                0.60278,                 0.8866,                 1.1385,                 1.0774,             7.7667e-06,             7.7667e-06,             7.7667e-06
                     69,                 1.1649,                 1.0149,                 1.1655,                0.73474,                0.80568,                0.84616,                0.60965,                0.89012,                  1.136,                  1.076,             7.7334e-06,             7.7334e-06,             7.7334e-06
                     70,                   1.14,                0.97662,                 1.1394,                0.74164,                 0.8062,                0.84524,                0.60341,                0.88493,                 1.1422,                 1.0742,                7.7e-06,                7.7e-06,                7.7e-06
                     71,                 1.1697,                0.96732,                 1.1464,                0.73716,                0.79596,                0.84362,                0.60323,                0.88545,                 1.1369,                 1.0762,             7.6667e-06,             7.6667e-06,             7.6667e-06
                     72,                 1.1455,                0.97236,                  1.146,                0.74057,                 0.8143,                0.85206,                0.60984,                0.88104,                 1.1253,                 1.0761,             7.6334e-06,             7.6334e-06,             7.6334e-06
                     73,                 1.1534,                0.96543,                 1.1458,                0.73816,                0.80306,                0.84648,                0.60652,                0.88442,                 1.1416,                 1.0767,                7.6e-06,                7.6e-06,                7.6e-06
                     74,                 1.1478,                0.98673,                 1.1501,                0.74531,                0.80198,                0.85281,                0.61138,                0.88127,                 1.1159,                 1.0758,             7.5667e-06,             7.5667e-06,             7.5667e-06
                     75,                 1.1533,                0.96519,                 1.1432,                0.73805,                0.81847,                0.85604,                 0.6134,                0.88152,                 1.1079,                 1.0762,             7.5334e-06,             7.5334e-06,             7.5334e-06
                     76,                 1.1388,                0.96051,                 1.1339,                0.74693,                0.79286,                0.85308,                0.61381,                0.88086,                 1.1169,                  1.074,                7.5e-06,                7.5e-06,                7.5e-06
                     77,                 1.1454,                0.95822,                  1.146,                0.73483,                0.78707,                0.85022,                0.60808,                0.87742,                 1.1062,                 1.0717,             7.4667e-06,             7.4667e-06,             7.4667e-06
                     78,                 1.1512,                 0.9661,                 1.1552,                0.74488,                0.76987,                0.85408,                0.61581,                0.88093,                 1.0937,                 1.0742,             7.4334e-06,             7.4334e-06,             7.4334e-06
                     79,                 1.1624,                0.95192,                 1.1578,                 0.7473,                0.77891,                0.85268,                0.61291,                 0.8816,                 1.0879,                 1.0742,                7.4e-06,                7.4e-06,                7.4e-06
                     80,                 1.1536,                0.94787,                 1.1453,                0.72425,                 0.8142,                0.85285,                0.61187,                0.87281,                 1.0876,                 1.0724,             7.3667e-06,             7.3667e-06,             7.3667e-06
                     81,                 1.1568,                0.94564,                  1.132,                0.74433,                0.77064,                0.85357,                0.61549,                0.87684,                 1.0896,                 1.0737,             7.3334e-06,             7.3334e-06,             7.3334e-06
                     82,                 1.1519,                0.95464,                  1.144,                 0.7338,                0.80458,                0.85427,                0.61205,                 0.8771,                 1.0989,                 1.0744,                7.3e-06,                7.3e-06,                7.3e-06
                     83,                 1.1463,                0.95292,                 1.1496,                0.74225,                0.78817,                0.85146,                0.61276,                0.87467,                 1.0819,                 1.0711,             7.2667e-06,             7.2667e-06,             7.2667e-06
                     84,                 1.1324,                0.94075,                 1.1366,                0.73534,                0.80942,                0.85335,                0.61505,                0.87678,                 1.0692,                 1.0727,             7.2334e-06,             7.2334e-06,             7.2334e-06
                     85,                 1.1505,                0.93428,                  1.138,                0.72891,                0.80618,                0.85278,                0.61453,                0.87336,                 1.0701,                 1.0715,                7.2e-06,                7.2e-06,                7.2e-06
                     86,                 1.1446,                0.93418,                 1.1456,                0.74658,                0.80412,                0.85338,                0.61487,                0.87406,                 1.0801,                 1.0698,             7.1667e-06,             7.1667e-06,             7.1667e-06
                     87,                 1.1274,                0.94267,                 1.1388,                0.73867,                0.81237,                0.85811,                0.61816,                 0.8755,                  1.065,                 1.0718,             7.1334e-06,             7.1334e-06,             7.1334e-06
                     88,                 1.1254,                 0.9425,                 1.1333,                0.73574,                0.82028,                0.85647,                0.62041,                0.87498,                 1.0686,                 1.0716,                7.1e-06,                7.1e-06,                7.1e-06
                     89,                   1.12,                0.92337,                 1.1233,                0.73811,                0.80719,                0.85249,                0.61419,                0.87191,                  1.066,                 1.0705,             7.0667e-06,             7.0667e-06,             7.0667e-06
                     90,                 1.1166,                0.90204,                 1.1176,                0.73546,                0.81066,                0.85321,                0.61907,                0.87145,                 1.0524,                 1.0715,             7.0334e-06,             7.0334e-06,             7.0334e-06
                     91,                 1.1432,                0.93046,                 1.1243,                0.73095,                0.82109,                0.85367,                0.61563,                0.87102,                 1.0705,                 1.0698,                  7e-06,                  7e-06,                  7e-06
                     92,                 1.1462,                0.93216,                 1.1244,                0.75355,                0.77392,                0.85513,                0.61639,                0.87234,                 1.0671,                 1.0708,             6.9667e-06,             6.9667e-06,             6.9667e-06
                     93,                 1.1466,                0.91911,                 1.1258,                0.73721,                0.80841,                0.85051,                0.61174,                0.87444,                 1.0727,                 1.0708,             6.9334e-06,             6.9334e-06,             6.9334e-06
                     94,                 1.1223,                0.90313,                  1.128,                0.74957,                 0.8027,                0.85476,                0.61765,                0.87083,                 1.0492,                 1.0705,                6.9e-06,                6.9e-06,                6.9e-06
                     95,                 1.1339,                0.95162,                 1.1409,                0.74399,                 0.8037,                0.84645,                 0.6124,                0.86906,                 1.0526,                 1.0668,             6.8667e-06,             6.8667e-06,             6.8667e-06
                     96,                 1.1489,                0.91745,                 1.1398,                0.73876,                0.79989,                0.84995,                 0.6127,                0.87169,                 1.0535,                 1.0696,             6.8334e-06,             6.8334e-06,             6.8334e-06
                     97,                 1.1268,                0.92208,                 1.1459,                0.74112,                0.80894,                0.85358,                0.61935,                0.86907,                 1.0506,                 1.0686,                6.8e-06,                6.8e-06,                6.8e-06
                     98,                  1.118,                0.90862,                 1.1226,                0.74396,                 0.8145,                0.85053,                0.61524,                0.86918,                 1.0496,                 1.0688,             6.7667e-06,             6.7667e-06,             6.7667e-06
                     99,                 1.1267,                 0.9218,                 1.1399,                0.74279,                0.80961,                0.85856,                0.61602,                0.87046,                 1.0491,                 1.0689,             6.7334e-06,             6.7334e-06,             6.7334e-06
