                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.2237,                0.87566,                 1.1808,                0.67554,                 0.8153,                0.80347,                0.54538,                 1.0279,                 1.0612,                 1.2312,               0.008614,               0.008614,               0.008614
                     16,                 1.1923,                0.90592,                  1.192,                0.67984,                0.76805,                0.74451,                0.48579,                 1.1553,                 1.3086,                 1.4243,               0.008515,               0.008515,               0.008515
                     17,                 1.1848,                0.85201,                 1.1786,                0.74481,                0.71472,                0.77083,                0.50629,                  1.088,                 1.2115,                 1.3166,               0.008416,               0.008416,               0.008416
                     18,                 1.1611,                0.83639,                 1.1736,                0.71375,                0.83686,                0.81716,                0.55176,                 1.0392,                 1.0522,                  1.233,               0.008317,               0.008317,               0.008317
                     19,                 1.1716,                0.82386,                 1.1723,                0.75156,                0.73075,                0.81111,                 0.5481,                 1.0704,                 1.0257,                 1.2892,               0.008218,               0.008218,               0.008218
                     20,                 1.1754,                0.82056,                 1.1472,                0.67732,                0.74916,                 0.7649,                0.50111,                 1.0939,                 1.1392,                 1.3244,               0.008119,               0.008119,               0.008119
                     21,                 1.1539,                0.81296,                 1.1603,                0.68906,                 0.8422,                0.81887,                0.55969,                 1.0206,                0.99472,                 1.2413,                0.00802,                0.00802,                0.00802
                     22,                  1.129,                0.77221,                 1.1542,                 0.7153,                0.76104,                0.76143,                0.50638,                 1.0681,                 1.1066,                 1.2978,               0.007921,               0.007921,               0.007921
                     23,                 1.0992,                0.78412,                 1.1332,                0.77561,                0.75111,                0.80514,                0.53905,                 1.0405,                 1.0994,                 1.2451,               0.007822,               0.007822,               0.007822
                     24,                 1.1277,                0.77606,                 1.1445,                0.66166,                 0.7589,                0.78392,                 0.5103,                 1.0851,                 1.2519,                 1.3365,               0.007723,               0.007723,               0.007723
                     25,                 1.1072,                0.76644,                 1.1415,                0.75726,                0.76415,                0.80002,                0.53357,                 1.0172,                0.99347,                 1.2557,               0.007624,               0.007624,               0.007624
                     26,                 1.1008,                0.75751,                 1.1445,                0.63203,                 0.8129,                0.78603,                0.52024,                 1.0515,                 1.0505,                 1.2915,               0.007525,               0.007525,               0.007525
                     27,                 1.0927,                 0.7574,                  1.135,                0.59511,                0.77801,                0.74612,                0.49916,                  1.072,                  1.131,                 1.2986,               0.007426,               0.007426,               0.007426
                     28,                  1.081,                0.74972,                 1.1304,                0.65167,                0.82631,                0.78793,                 0.5361,                  0.984,                 1.0847,                 1.2205,               0.007327,               0.007327,               0.007327
                     29,                 1.0837,                0.74239,                 1.1383,                0.57045,                0.77527,                0.74004,                0.48967,                 1.0636,                 1.1996,                  1.305,               0.007228,               0.007228,               0.007228
                     30,                 1.0677,                0.72185,                 1.1134,                0.73677,                0.65868,                 0.7375,                0.50798,                0.98154,                 1.1966,                 1.2017,               0.007129,               0.007129,               0.007129
                     31,                 1.0579,                0.71824,                 1.1129,                 0.6862,                0.78129,                0.82242,                0.56067,                0.95076,                 1.0146,                 1.1704,                0.00703,                0.00703,                0.00703
                     32,                 1.0513,                 0.6791,                 1.1055,                0.73544,                0.80909,                0.82039,                0.55408,                0.94714,                   1.03,                 1.2196,               0.006931,               0.006931,               0.006931
                     33,                 1.0277,                0.67554,                 1.0866,                0.68833,                0.82844,                0.79621,                0.52606,                 1.0055,                 1.1283,                 1.2408,               0.006832,               0.006832,               0.006832
                     34,                 1.0362,                0.69107,                 1.1115,                0.69964,                0.80287,                0.80251,                0.54227,                 1.0151,                 1.0513,                 1.2228,               0.006733,               0.006733,               0.006733
                     35,                 1.0184,                0.67844,                 1.0957,                  0.702,                0.78803,                0.77291,                0.52815,                 1.0361,                 1.1155,                 1.2802,               0.006634,               0.006634,               0.006634
                     36,                 1.0116,                0.66203,                 1.0825,                0.73745,                 0.7232,                0.77261,                0.52313,                 1.0423,                 1.1404,                 1.2726,               0.006535,               0.006535,               0.006535
                     37,                 1.0229,                0.66622,                 1.0849,                0.70972,                0.75882,                0.79617,                0.52627,                  1.034,                 1.1865,                 1.2714,               0.006436,               0.006436,               0.006436
                     38,                0.99507,                0.66034,                 1.0911,                0.60776,                0.79344,                0.70725,                0.48769,                0.99788,                 1.3133,                 1.2581,               0.006337,               0.006337,               0.006337
                     39,                 1.0011,                0.65518,                 1.0736,                0.64445,                0.79566,                0.73047,                0.48814,                   1.02,                  1.239,                 1.2988,               0.006238,               0.006238,               0.006238
                     40,                 1.0009,                0.64086,                 1.0786,                0.67161,                0.80738,                0.78805,                 0.5511,                 0.8989,                 1.1101,                 1.1735,               0.006139,               0.006139,               0.006139
                     41,                0.97318,                0.62954,                 1.0734,                0.73949,                0.74403,                 0.8012,                0.55318,                0.96939,                 1.0959,                 1.2415,                0.00604,                0.00604,                0.00604
                     42,                0.94535,                0.60587,                 1.0578,                0.74116,                0.79775,                0.80087,                 0.5706,                0.92105,                 1.0332,                 1.2026,               0.005941,               0.005941,               0.005941
                     43,                0.96006,                0.61572,                 1.0621,                0.77315,                0.73892,                0.79403,                0.57453,                0.89983,                 1.0492,                 1.1788,               0.005842,               0.005842,               0.005842
                     44,                0.96802,                0.61262,                 1.0614,                0.71379,                0.79454,                 0.7887,                0.54421,                 0.9494,                 1.0119,                 1.2248,               0.005743,               0.005743,               0.005743
                     45,                0.93427,                0.58623,                 1.0539,                0.63314,                0.81916,                0.77423,                0.54132,                0.90666,                 1.1157,                 1.1898,               0.005644,               0.005644,               0.005644
                     46,                0.94283,                0.58774,                 1.0584,                0.69591,                0.79775,                0.78996,                0.55376,                 0.9156,                 1.1111,                 1.2067,               0.005545,               0.005545,               0.005545
                     47,                0.93635,                0.58561,                 1.0488,                0.68797,                0.76848,                 0.7869,                0.55122,                0.96952,                 1.1266,                 1.2336,               0.005446,               0.005446,               0.005446
                     48,                 0.9265,                0.58241,                 1.0406,                0.59347,                0.86055,                 0.7793,                 0.5526,                0.96192,                 1.0913,                 1.2471,               0.005347,               0.005347,               0.005347
                     49,                 0.9044,                0.55535,                 1.0344,                0.72268,                0.78793,                0.80588,                0.57372,                0.94381,                 1.0323,                 1.2206,               0.005248,               0.005248,               0.005248
                     50,                  0.894,                0.56028,                 1.0267,                 0.6923,                0.80784,                0.79425,                0.55268,                0.94056,                 1.0892,                 1.2393,               0.005149,               0.005149,               0.005149
                     51,                0.88685,                0.54768,                 1.0272,                0.70248,                 0.8595,                0.79705,                0.54116,                0.95786,                 1.1625,                 1.2626,                0.00505,                0.00505,                0.00505
                     52,                0.89172,                0.54259,                 1.0342,                0.65459,                0.81569,                0.76879,                0.52126,                 1.0117,                  1.086,                 1.3131,               0.004951,               0.004951,               0.004951
                     53,                0.88115,                0.53543,                 1.0169,                0.66843,                0.77856,                0.78445,                0.55517,                0.94418,                 1.0498,                 1.2489,               0.004852,               0.004852,               0.004852
                     54,                0.86231,                0.53239,                 1.0236,                0.67317,                0.83031,                0.80093,                 0.5505,                0.94009,                 1.1565,                  1.241,               0.004753,               0.004753,               0.004753
                     55,                0.85787,                0.52483,                 1.0139,                0.64422,                0.88922,                0.81104,                0.57064,                0.90985,                 1.0961,                 1.2074,               0.004654,               0.004654,               0.004654
                     56,                0.85798,                 0.5335,                 1.0297,                0.62826,                 0.8236,                0.73143,                0.52485,                0.89406,                 1.1531,                 1.1809,               0.004555,               0.004555,               0.004555
                     57,                0.84202,                0.52736,                 1.0167,                0.66316,                0.80431,                0.77835,                0.56484,                0.85797,                 1.1111,                 1.1448,               0.004456,               0.004456,               0.004456
                     58,                0.83517,                0.51861,                 1.0126,                0.71753,                0.76645,                0.75971,                0.54699,                0.86927,                 1.1265,                 1.1815,               0.004357,               0.004357,               0.004357
                     59,                0.83386,                0.51383,                 1.0078,                0.74878,                0.80145,                0.79245,                0.59179,                0.84829,                0.99115,                 1.1697,               0.004258,               0.004258,               0.004258
                     60,                0.84471,                0.50918,                 1.0091,                0.71774,                0.83754,                0.78985,                 0.5617,                0.92185,                 1.0349,                 1.2187,               0.004159,               0.004159,               0.004159
                     61,                0.82497,                0.50643,                  1.003,                0.67798,                0.87422,                0.80377,                0.56234,                0.89197,                0.99616,                 1.1928,                0.00406,                0.00406,                0.00406
                     62,                0.81192,                0.50044,                0.99617,                0.67202,                0.80361,                0.78734,                0.57083,                0.87033,                 1.0546,                 1.2127,               0.003961,               0.003961,               0.003961
                     63,                 0.8043,                0.49328,                0.98428,                0.65479,                0.80947,                0.75904,                0.54291,                0.90589,                 1.1841,                 1.2547,               0.003862,               0.003862,               0.003862
                     64,                0.78685,                  0.477,                0.98437,                0.70707,                0.75665,                0.75976,                0.56132,                0.88921,                 1.1026,                 1.2302,               0.003763,               0.003763,               0.003763
                     65,                0.79158,                0.48834,                0.99329,                0.70318,                0.81196,                0.79733,                0.57551,                0.85893,                 1.0288,                 1.2123,               0.003664,               0.003664,               0.003664
                     66,                0.78035,                0.48079,                0.98241,                 0.6558,                0.87204,                0.76371,                0.56445,                0.89265,                 1.0496,                 1.2192,               0.003565,               0.003565,               0.003565
                     67,                0.78026,                0.47528,                0.98281,                0.71363,                0.83441,                0.79584,                0.58736,                0.86885,                 1.1022,                 1.1953,               0.003466,               0.003466,               0.003466
                     68,                0.77315,                0.47059,                0.98661,                0.74545,                0.79993,                0.79788,                0.58265,                0.86259,                0.99482,                 1.1902,               0.003367,               0.003367,               0.003367
                     69,                0.77886,                0.48477,                 0.9912,                0.71563,                0.74642,                  0.799,                0.56991,                0.88513,                 1.1454,                 1.2163,               0.003268,               0.003268,               0.003268
                     70,                0.74924,                0.45419,                0.97359,                0.71672,                0.75628,                0.78823,                0.57071,                 0.9044,                 1.1438,                 1.2641,               0.003169,               0.003169,               0.003169
                     71,                0.75686,                0.44929,                0.96812,                0.76082,                0.73549,                0.78341,                0.56337,                0.90243,                 1.1185,                 1.2593,                0.00307,                0.00307,                0.00307
                     72,                0.74457,                0.44755,                0.97021,                0.61571,                0.89987,                0.80056,                0.57122,                0.86041,                 1.1199,                 1.1877,               0.002971,               0.002971,               0.002971
                     73,                0.71767,                0.43541,                0.95863,                0.72898,                0.81807,                0.79446,                0.56683,                0.82073,                 1.0652,                 1.1544,               0.002872,               0.002872,               0.002872
                     74,                0.72282,                0.44163,                0.96216,                0.67975,                0.84644,                0.78373,                 0.5735,                 0.7949,                 1.0506,                 1.1554,               0.002773,               0.002773,               0.002773
                     75,                0.71619,                0.43793,                0.95444,                0.65479,                0.81704,                0.76471,                0.56083,                0.89291,                 1.0925,                 1.2591,               0.002674,               0.002674,               0.002674
                     76,                 0.7197,                0.42831,                 0.9568,                 0.7218,                0.71767,                0.76932,                0.56108,                0.88209,                 1.1547,                 1.2307,               0.002575,               0.002575,               0.002575
                     77,                0.70587,                0.42842,                0.95548,                0.69394,                0.86724,                 0.8106,                0.57734,                0.89163,                 1.0308,                 1.2429,               0.002476,               0.002476,               0.002476
                     78,                0.69862,                0.42454,                0.95566,                0.73069,                0.85581,                0.80224,                0.59963,                0.85017,                 1.0343,                 1.2145,               0.002377,               0.002377,               0.002377
                     79,                0.72135,                0.43255,                 0.9657,                 0.6973,                0.78249,                 0.7793,                0.56944,                0.85719,                 1.1878,                 1.2371,               0.002278,               0.002278,               0.002278
                     80,                0.69842,                 0.4239,                0.95514,                0.71046,                0.80815,                0.81553,                0.60005,                0.89087,                 1.0639,                 1.2751,               0.002179,               0.002179,               0.002179
                     81,                0.69139,                0.41613,                0.94481,                 0.6901,                0.86879,                0.82839,                0.60526,                0.88954,                0.98528,                 1.2685,                0.00208,                0.00208,                0.00208
                     82,                0.68677,                0.41211,                0.94819,                0.70162,                0.83882,                0.80689,                0.59304,                0.86772,                  1.005,                 1.2352,               0.001981,               0.001981,               0.001981
                     83,                0.66736,                0.39869,                0.94617,                0.73219,                0.84322,                0.83834,                0.62987,                   0.83,                0.96821,                 1.2125,               0.001882,               0.001882,               0.001882
                     84,                0.65448,                0.39345,                0.93991,                0.63899,                 0.8798,                0.81638,                0.60882,                0.80953,                 1.0446,                 1.1978,               0.001783,               0.001783,               0.001783
                     85,                0.66791,                 0.3969,                0.93887,                0.72848,                0.82952,                0.83415,                0.63176,                0.76992,                  1.003,                 1.1565,               0.001684,               0.001684,               0.001684
                     86,                0.64808,                 0.3821,                0.93477,                0.68635,                0.85437,                0.82161,                0.62635,                0.77421,                 1.0366,                 1.1615,               0.001585,               0.001585,               0.001585
                     87,                0.62971,                0.37529,                0.93147,                  0.695,                0.84461,                0.83525,                0.63128,                 0.7793,                 1.0363,                 1.1658,               0.001486,               0.001486,               0.001486
                     88,                0.64184,                0.38766,                0.93548,                0.68699,                0.83577,                0.82238,                0.63002,                0.78523,                 1.0341,                 1.1935,               0.001387,               0.001387,               0.001387
                     89,                0.64173,                0.38178,                0.92939,                0.64571,                0.90656,                  0.831,                0.62805,                0.76905,                 1.0037,                 1.1792,               0.001288,               0.001288,               0.001288
                     90,                0.62408,                0.37483,                 0.9182,                0.66021,                0.88642,                0.82321,                0.61749,                0.79929,                 1.0563,                 1.2177,               0.001189,               0.001189,               0.001189
                     91,                0.62461,                0.37552,                0.91758,                0.66912,                0.87902,                0.80972,                0.60273,                0.79293,                 1.0566,                 1.1957,                0.00109,                0.00109,                0.00109
                     92,                0.62663,                 0.3748,                 0.9192,                0.68839,                0.83502,                0.81108,                0.58969,                0.82136,                 1.0707,                 1.2137,               0.000991,               0.000991,               0.000991
                     93,                0.61243,                0.36542,                0.91783,                0.68632,                0.85981,                0.80381,                0.59133,                0.82519,                 1.0943,                 1.2116,               0.000892,               0.000892,               0.000892
                     94,                0.60522,                0.36205,                0.92026,                0.68332,                0.91297,                0.81508,                0.60121,                 0.8012,                 1.0367,                 1.2015,               0.000793,               0.000793,               0.000793
                     95,                0.60149,                0.36705,                0.92394,                0.67097,                0.93842,                0.82063,                0.61076,                0.79721,                 1.0307,                 1.2009,               0.000694,               0.000694,               0.000694
                     96,                0.61313,                0.37132,                0.92224,                 0.6919,                0.87946,                0.82423,                0.61462,                0.79911,                 1.0389,                 1.2028,               0.000595,               0.000595,               0.000595
                     97,                0.59481,                0.35568,                 0.9227,                0.64879,                0.88711,                0.81606,                 0.6031,                0.80202,                  1.091,                 1.2007,               0.000496,               0.000496,               0.000496
                     98,                0.58292,                 0.3524,                0.91339,                0.66343,                0.88545,                0.81321,                0.60243,                0.78734,                  1.056,                 1.1861,               0.000397,               0.000397,               0.000397
                     99,                0.59542,                0.35102,                0.91925,                0.67026,                 0.8932,                0.82196,                0.61623,                0.77846,                 1.0474,                 1.1768,               0.000298,               0.000298,               0.000298
