                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.0984,                0.83326,                 1.1542,                0.78666,                0.74589,                0.82238,                0.53854,                 1.0695,                0.95847,                 1.2607,               0.008416,               0.008416,               0.008416
                     18,                 1.0816,                0.83004,                 1.1515,                0.80626,                0.78289,                0.86558,                0.56218,                 1.1025,                0.82811,                 1.2938,               0.008317,               0.008317,               0.008317
                     19,                  1.065,                0.79903,                 1.1288,                0.73483,                0.73354,                0.82058,                0.54554,                 1.0957,                 0.8727,                  1.259,               0.008218,               0.008218,               0.008218
                     20,                 1.0686,                0.78628,                 1.1413,                0.76388,                0.74434,                 0.8031,                 0.5528,                 1.0837,                 0.9347,                 1.3167,               0.008119,               0.008119,               0.008119
                     21,                 1.0686,                0.77837,                 1.1509,                0.70203,                0.77162,                0.79151,                 0.5387,                 1.0549,                0.92745,                 1.2775,                0.00802,                0.00802,                0.00802
                     22,                 1.0505,                0.76908,                  1.128,                0.74504,                0.78564,                0.84157,                0.56861,                 1.0318,                0.87214,                 1.2466,               0.007921,               0.007921,               0.007921
                     23,                 1.0373,                 0.7395,                 1.1224,                0.82995,                0.80459,                 0.8924,                0.60166,                 1.0256,                0.76986,                  1.244,               0.007822,               0.007822,               0.007822
                     24,                  1.004,                0.72961,                 1.1088,                0.74907,                 0.7596,                 0.7974,                0.54033,                 1.0372,                0.92493,                 1.2965,               0.007723,               0.007723,               0.007723
                     25,                  1.014,                0.69302,                  1.115,                 0.8708,                0.75448,                0.86443,                0.57972,                 1.0414,                0.82032,                 1.2718,               0.007624,               0.007624,               0.007624
                     26,                 0.9826,                0.69058,                 1.1104,                0.82557,                0.76668,                0.88734,                0.60655,                 1.0459,                0.72433,                 1.2958,               0.007525,               0.007525,               0.007525
                     27,                0.98319,                 0.7075,                 1.1029,                0.77928,                0.87668,                0.88316,                0.59457,                 0.9846,                0.77514,                 1.2202,               0.007426,               0.007426,               0.007426
                     28,                0.97665,                0.68519,                 1.1042,                0.89421,                 0.7963,                0.89019,                 0.5837,                 1.1361,                0.77079,                 1.3763,               0.007327,               0.007327,               0.007327
                     29,                0.96704,                0.68029,                 1.1018,                0.81914,                0.87665,                0.90448,                0.61884,                0.98939,                0.74304,                 1.2017,               0.007228,               0.007228,               0.007228
                     30,                0.95208,                0.67527,                 1.0998,                0.81722,                0.77733,                0.82791,                0.56763,                 1.0307,                0.89487,                 1.2197,               0.007129,               0.007129,               0.007129
                     31,                0.94208,                0.65028,                 1.0841,                0.82796,                0.72457,                0.83647,                0.57332,                 1.0273,                 0.7937,                 1.2657,                0.00703,                0.00703,                0.00703
                     32,                0.92618,                0.62649,                 1.0691,                0.76294,                0.73458,                0.76386,                0.52743,                 1.0387,                 1.0441,                  1.268,               0.006931,               0.006931,               0.006931
                     33,                0.92667,                0.63713,                 1.0875,                0.77501,                0.81464,                0.84746,                 0.5792,                0.98263,                 0.7745,                 1.2347,               0.006832,               0.006832,               0.006832
                     34,                0.91315,                0.63075,                 1.0743,                0.86061,                0.79032,                0.88409,                0.60934,                 1.0338,                0.79625,                 1.2669,               0.006733,               0.006733,               0.006733
                     35,                0.90135,                0.62138,                 1.0694,                0.82211,                0.76071,                0.84442,                0.58705,                 1.0341,                0.77873,                 1.2632,               0.006634,               0.006634,               0.006634
                     36,                0.88581,                0.61429,                 1.0686,                0.80025,                0.76174,                0.83842,                0.58744,                0.99363,                 0.8287,                  1.242,               0.006535,               0.006535,               0.006535
                     37,                0.89845,                0.59361,                 1.0733,                0.82584,                0.78794,                0.84355,                0.59939,                0.97083,                0.81634,                 1.2258,               0.006436,               0.006436,               0.006436
