                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     83,                 0.6532,                0.37997,                0.93213,                0.72776,                0.85763,                0.81024,                0.61635,                0.71864,                 1.0318,                 1.0652,             0.00045388,             0.00045388,             0.00045388
                     84,                0.64746,                0.37572,                0.92624,                0.72103,                0.88112,                0.80493,                0.61765,                0.73148,                  1.008,                 1.0775,             0.00044722,             0.00044722,             0.00044722
                     85,                 0.6623,                0.38281,                 0.9265,                0.70952,                0.88135,                0.79455,                0.61543,                0.71143,                 1.0159,                 1.0469,             0.00044056,             0.00044056,             0.00044056
                     86,                0.64812,                0.37213,                0.91976,                0.67811,                0.91835,                 0.7894,                0.61295,                0.72195,                 1.0141,                 1.0605,              0.0004339,              0.0004339,              0.0004339
                     87,                0.63865,                0.36653,                 0.9241,                  0.725,                0.87463,                0.80076,                0.62054,                0.72669,                 1.0278,                 1.0637,             0.00042724,             0.00042724,             0.00042724
                     88,                0.64183,                0.37267,                0.92445,                0.72032,                0.88154,                0.79381,                0.62273,                0.72581,                  1.051,                 1.0684,             0.00042058,             0.00042058,             0.00042058
                     89,                0.64162,                0.37164,                0.91744,                0.71318,                 0.8703,                0.78601,                0.60226,                 0.7418,                 1.0273,                 1.0825,             0.00041392,             0.00041392,             0.00041392
                     90,                0.64435,                0.36526,                0.91406,                0.69785,                0.89188,                0.78882,                0.61867,                0.71728,                 1.0174,                 1.0386,             0.00040726,             0.00040726,             0.00040726
                     91,                0.64707,                0.37361,                0.91408,                0.71634,                0.87049,                0.79365,                0.61763,                0.70355,                0.98166,                 1.0275,              0.0004006,              0.0004006,              0.0004006
                     92,                0.64232,                0.37373,                0.91146,                0.74834,                0.86046,                0.78963,                0.61307,                0.73456,                0.99836,                 1.0544,             0.00039394,             0.00039394,             0.00039394
                     93,                0.64334,                0.36958,                0.91478,                0.72632,                  0.848,                0.78628,                0.60625,                0.72101,                 1.0218,                 1.0335,             0.00038728,             0.00038728,             0.00038728
                     94,                 0.6325,                 0.3648,                0.91853,                0.74587,                0.83728,                0.79214,                0.61398,                0.73118,                0.99791,                 1.0379,             0.00038062,             0.00038062,             0.00038062
                     95,                0.63254,                0.37002,                0.92232,                0.71826,                0.88011,                0.79211,                0.61726,                0.74954,                 0.9961,                 1.0571,             0.00037396,             0.00037396,             0.00037396
                     96,                0.64224,                 0.3716,                0.92194,                 0.7584,                0.82033,                 0.8007,                 0.6181,                0.75962,                 1.0551,                 1.0779,              0.0003673,              0.0003673,              0.0003673
                     97,                0.61748,                0.35835,                0.91878,                0.75609,                0.82495,                0.80332,                0.62035,                0.74067,                 1.0217,                 1.0771,             0.00036064,             0.00036064,             0.00036064
                     98,                 0.6158,                0.35298,                0.91618,                0.67648,                0.92175,                0.79134,                0.61052,                0.72621,                 1.0368,                 1.0701,             0.00035398,             0.00035398,             0.00035398
                     99,                0.62053,                0.35877,                0.91898,                0.68871,                0.91406,                 0.7898,                 0.6203,                0.72409,                 1.0006,                 1.0781,             0.00034732,             0.00034732,             0.00034732
